image_index,model_type,category,hpsv2_score,aesthetics_score,background_mse,clip_text_image,dinov2_similarity
26,TF-ICON,Real-Sketch,0.38952550292015076,4.976104259490967,0.011409696213636711,0.30628445744514465,0.23044191300868988
27,Photoshop,Real-Sketch,0.4197251498699188,5.819714546203613,0.000894576196891828,0.3344266414642334,0.13631698489189148
27,TF-ICON,Real-Sketch,0.40841013193130493,5.915225982666016,0.008607938782970557,0.33018121123313904,0.13631698489189148
28,Photoshop,Real-Sketch,0.40387728810310364,4.839491844177246,0.0004960515909661092,0.3506839871406555,0.2791721820831299
28,TF-ICON,Real-Sketch,0.3275509178638458,5.479626178741455,0.0038614258010995378,0.2710040509700775,0.2791721820831299
29,Photoshop,Real-Sketch,0.3162510097026825,5.573541641235352,0.001631031715739686,0.3323839604854584,0.2576931118965149
29,TF-ICON,Real-Sketch,0.34449470043182373,5.393191814422607,0.00415641103413505,0.32979345321655273,0.2576931118965149
30,Photoshop,Real-Sketch,0.26463618874549866,5.778590202331543,0.00040860173626710834,0.21033142507076263,0.33822211623191833
30,TF-ICON,Real-Sketch,0.3065089285373688,5.72443962097168,0.007882083870325695,0.23504935204982758,0.33822211623191833
31,Photoshop,Real-Cartoon,0.28856179118156433,6.120789527893066,0.0006921796929288813,0.23065604269504547,0.45004814863204956
31,TF-ICON,Real-Cartoon,0.2928733825683594,6.3677144050598145,0.010725598109323426,0.25608178973197937,0.45004814863204956
32,Photoshop,Real-Cartoon,0.2327117621898651,5.78822660446167,0.001554424257530628,0.24052594602108002,0.4070263206958771
32,TF-ICON,Real-Cartoon,0.3231604993343353,6.1753716468811035,0.01677266067048527,0.3364080488681793,0.4070263206958771
33,Photoshop,Real-Cartoon,0.255084753036499,5.868867874145508,0.0015341771069360972,0.24343012273311615,0.37149402499198914
33,TF-ICON,Real-Cartoon,0.2960790991783142,6.017004489898682,0.012522232629309968,0.28490597009658813,0.37149402499198914
34,Photoshop,Real-Cartoon,0.3046373724937439,5.112208366394043,0.0007025629364216106,0.30598294734954834,0.40052324533462524
34,TF-ICON,Real-Cartoon,0.3543172776699066,5.5613861083984375,0.00414427593498312,0.32276254892349243,0.40052324533462524
35,Photoshop,Real-Cartoon,0.39302873611450195,5.0911359786987305,0.0006813623847584819,0.3278253972530365,0.21199718117713928
35,TF-ICON,Real-Cartoon,0.39018920063972473,5.502936363220215,0.007813035327313707,0.2575979232788086,0.21199718117713928
36,Photoshop,Real-Cartoon,0.3340788185596466,5.53421688079834,0.004116123956984381,0.3174358010292053,0.2230536937713623
36,TF-ICON,Real-Cartoon,0.3752480745315552,6.259525775909424,0.008544177477382838,0.33378487825393677,0.2230536937713623
37,Photoshop,Real-Cartoon,0.37532374262809753,5.145413398742676,0.0006806946930056747,0.3423539400100708,0.29031217098236084
37,TF-ICON,Real-Cartoon,0.3979859948158264,5.93943977355957,0.007173464898781285,0.30762845277786255,0.29031217098236084
38,Photoshop,Real-Cartoon,0.3637312650680542,5.122572898864746,0.0007043101793933755,0.3176953196525574,0.3339594602584839
38,TF-ICON,Real-Cartoon,0.33890044689178467,5.669424533843994,0.0043109369610884254,0.3194907009601593,0.3339594602584839
39,Photoshop,Real-Cartoon,0.341018944978714,5.3066911697387695,0.0007032719585490204,0.30820801854133606,0.43047213554382324
39,TF-ICON,Real-Cartoon,0.36346232891082764,5.884830474853516,0.003913089966792205,0.3223072290420532,0.43047213554382324
40,Photoshop,Real-Cartoon,0.2556575536727905,5.601911544799805,0.0002770246606437306,0.23289193212985992,0.3873584270477295
40,TF-ICON,Real-Cartoon,0.2542654275894165,5.815395355224609,0.002140030327168074,0.23792120814323425,0.3873584270477295
41,Photoshop,Real-Cartoon,0.3664061725139618,5.149571418762207,0.0006946152688028749,0.3510078191757202,0.2655763030052185
41,TF-ICON,Real-Cartoon,0.42964935302734375,5.85239839553833,0.007479147036217181,0.34994757175445557,0.2655763030052185
42,Photoshop,Real-Cartoon,0.33946099877357483,4.997988700866699,0.0006792296852347784,0.30723220109939575,0.19657780230045319
42,TF-ICON,Real-Cartoon,0.34218788146972656,5.596364498138428,0.008856819757580361,0.2466823309659958,0.19657780230045319
43,Photoshop,Real-Cartoon,0.30450233817100525,5.696038246154785,0.0013989124865832155,0.23364578187465668,0.41144686937332153
43,TF-ICON,Real-Cartoon,0.31869280338287354,6.000255584716797,0.011512503594088345,0.26419171690940857,0.41144686937332153
44,Photoshop,Real-Cartoon,0.3552614152431488,5.5071001052856445,0.001994244043650791,0.32786864042282104,0.14726531505584717
44,TF-ICON,Real-Cartoon,0.4227619767189026,5.706739902496338,0.008369815202685591,0.32201507687568665,0.14726531505584717
45,Photoshop,Real-Cartoon,0.2971583604812622,5.30889892578125,0.004522622627506784,0.3156602680683136,0.47338414192199707
45,TF-ICON,Real-Cartoon,0.34549397230148315,5.825594902038574,0.004140769384572445,0.3155120611190796,0.47338414192199707
46,Photoshop,Real-Cartoon,0.27775925397872925,5.860624313354492,0.0015562406084945345,0.24804618954658508,0.40561437606811523
46,TF-ICON,Real-Cartoon,0.3290095031261444,6.018279075622559,0.013346843781341107,0.2927776575088501,0.40561437606811523
47,Photoshop,Real-Cartoon,0.36454451084136963,5.474101543426514,0.0008867530020411134,0.3653566539287567,0.32572877407073975
47,TF-ICON,Real-Cartoon,0.4137952923774719,5.698766708374023,0.009309136458776712,0.33413204550743103,0.32572877407073975
48,Photoshop,Real-Cartoon,0.263455867767334,5.948503494262695,0.0015443856812318146,0.22482627630233765,0.3421887755393982
48,TF-ICON,Real-Cartoon,0.30274200439453125,5.934350967407227,0.011510424876650242,0.2775525450706482,0.3421887755393982
49,Photoshop,Real-Cartoon,0.3395945429801941,4.948849201202393,0.0010025844325716002,0.31511980295181274,0.40636053681373596
49,TF-ICON,Real-Cartoon,0.38332700729370117,6.332601070404053,0.00782388228947622,0.3417498469352722,0.40636053681373596
50,Photoshop,Real-Cartoon,0.40998199582099915,5.303399085998535,0.003150450082842433,0.3382377624511719,0.45161184668540955
50,TF-ICON,Real-Cartoon,0.4132661819458008,6.143063068389893,0.010970485392480158,0.34613919258117676,0.45161184668540955
51,Photoshop,Real-Cartoon,0.30037200450897217,5.368464469909668,0.0007622087376776275,0.32156357169151306,0.37204477190971375
51,TF-ICON,Real-Cartoon,0.3491264283657074,5.57863187789917,0.004753152363244255,0.30750662088394165,0.37204477190971375
52,Photoshop,Real-Cartoon,0.3151569962501526,5.246982574462891,0.0007029375037663057,0.32164517045021057,0.46393686532974243
52,TF-ICON,Real-Cartoon,0.3473580479621887,5.663142204284668,0.003860143742391005,0.3309444189071655,0.46393686532974243
53,Photoshop,Real-Cartoon,0.3446781039237976,5.013740539550781,0.0019399724954340615,0.3276410698890686,0.29967063665390015
53,TF-ICON,Real-Cartoon,0.3651047945022583,6.118294715881348,0.00993948291880723,0.33223211765289307,0.29967063665390015
54,Photoshop,Real-Cartoon,0.3561764359474182,5.103272438049316,0.0006814618468273224,0.31415340304374695,0.20900200307369232
54,TF-ICON,Real-Cartoon,0.3690641224384308,5.814826488494873,0.006426554474752028,0.34525904059410095,0.20900200307369232
55,Photoshop,Real-Cartoon,0.2745879888534546,5.794264793395996,0.0014842384082761687,0.22551488876342773,0.35148900747299194
55,TF-ICON,Real-Cartoon,0.3203943967819214,5.913684844970703,0.012270405696457055,0.271101176738739,0.35148900747299194
56,Photoshop,Real-Cartoon,0.3470887839794159,5.453984260559082,0.0006865975068677643,0.33084940910339355,0.24224959313869476
56,TF-ICON,Real-Cartoon,0.3764427900314331,6.13563871383667,0.006984980320764994,0.3450070321559906,0.24224959313869476
57,Photoshop,Real-Cartoon,0.2910386323928833,5.250709056854248,0.0007023691517275327,0.29450780153274536,0.3457573652267456
57,TF-ICON,Real-Cartoon,0.3427315950393677,5.6731767654418945,0.0044908102940817065,0.32281941175460815,0.3457573652267456
58,Photoshop,Real-Real,0.33717095851898193,5.434131622314453,0.0007069857323838788,0.27462977170944214,0.1722099334001541
58,TF-ICON,Real-Real,0.35509544610977173,5.934507369995117,0.005817556671230615,0.2809726297855377,0.1722099334001541
59,Photoshop,Real-Real,0.3300000727176666,4.964881896972656,0.0019298245964465095,0.2732110321521759,0.41966602206230164
59,TF-ICON,Real-Real,0.3350854814052582,5.795831680297852,0.01116622804705513,0.2895475924015045,0.41966602206230164
60,Photoshop,Real-Real,0.33186769485473633,5.629269123077393,0.000713504800808074,0.23157170414924622,0.2674970328807831
60,TF-ICON,Real-Real,0.353472501039505,6.27951717376709,0.008263417181262042,0.2568248212337494,0.2674970328807831
61,Photoshop,Real-Real,0.343761682510376,4.888739109039307,0.0007032043272842731,0.24141842126846313,0.27853888273239136
61,TF-ICON,Real-Real,0.35558629035949707,6.0212249755859375,0.009809851153756283,0.25457999110221863,0.27853888273239136
62,Photoshop,Real-Real,0.3185392916202545,5.675495147705078,0.0007059814008976347,0.22046874463558197,0.08325730264186859
62,TF-ICON,Real-Real,0.3025689125061035,6.441376209259033,0.005587506404868024,0.22096721827983856,0.08325730264186859
63,Photoshop,Real-Real,0.3767402470111847,4.82103157043457,0.0007010281380844645,0.3162696063518524,0.5484017729759216
63,TF-ICON,Real-Real,0.3758889436721802,5.674230575561523,0.007906990545538112,0.35266679525375366,0.5484017729759216
64,Photoshop,Real-Real,0.19691604375839233,5.468169212341309,0.0015600910514775939,0.19132715463638306,0.19286583364009857
64,TF-ICON,Real-Real,0.23127642273902893,6.319704055786133,0.009228144996643909,0.2174360603094101,0.19286583364009857
65,Photoshop,Real-Real,0.3383311629295349,5.003910064697266,0.0019591063741002234,0.30210402607917786,0.23844583332538605
65,TF-ICON,Real-Real,0.36134403944015503,5.7142791748046875,0.010436811287900057,0.280250608921051,0.23844583332538605
66,Photoshop,Real-Real,0.3378552198410034,5.211365699768066,0.0018920783973325418,0.28094473481178284,0.3943468928337097
66,TF-ICON,Real-Real,0.37409454584121704,6.017828941345215,0.010671283685402058,0.28840652108192444,0.3943468928337097
67,Photoshop,Real-Real,0.3343673050403595,5.041405200958252,0.0007482835872029278,0.24839772284030914,0.6368017196655273
67,TF-ICON,Real-Real,0.35946255922317505,5.348711967468262,0.005164497516653373,0.28189772367477417,0.6368017196655273
68,Photoshop,Real-Real,0.2968028485774994,5.032996654510498,0.0006227071493283133,0.21384964883327484,0.2923927307128906
68,TF-ICON,Real-Real,0.3376099765300751,5.71397066116333,0.012038813917866873,0.23817205429077148,0.2923927307128906
69,Photoshop,Real-Real,0.1318710297346115,4.747687816619873,8.753976613026515e-06,0.14837592840194702,0.3490680456161499
69,TF-ICON,Real-Real,0.15679405629634857,4.9411516189575195,0.012488642244137552,0.1560637503862381,0.3490680456161499
70,Photoshop,Real-Real,0.3366222381591797,5.083006858825684,1.9768443469682656e-05,0.3095683157444,0.11113633960485458
70,TF-ICON,Real-Real,0.3733384311199188,5.553451061248779,0.028147973767468932,0.2735731899738312,0.11113633960485458
71,Photoshop,Real-Real,0.37695956230163574,4.530181407928467,0.0006575967532644587,0.330801784992218,0.6738158464431763
71,TF-ICON,Real-Real,0.41512060165405273,5.683681488037109,0.00692682748976884,0.3171162009239197,0.6738158464431763
72,Photoshop,Real-Real,0.2005736231803894,5.603076934814453,0.0007286315555017787,0.12980204820632935,0.43382757902145386
72,TF-ICON,Real-Real,0.3246816396713257,6.4162187576293945,0.006232446355319668,0.24121977388858795,0.43382757902145386
73,Photoshop,Real-Real,0.32055893540382385,5.133792877197266,0.001952981117317559,0.27865418791770935,0.34908145666122437
73,TF-ICON,Real-Real,0.3281046450138092,5.89963436126709,0.010613945932975714,0.2687496244907379,0.34908145666122437
74,Photoshop,Real-Real,0.38127171993255615,4.735661506652832,0.0006467873071780072,0.2816537916660309,0.7651159763336182
74,TF-ICON,Real-Real,0.41686463356018066,5.706401824951172,0.006357020634623628,0.30942392349243164,0.7651159763336182
75,Photoshop,Real-Real,0.392904132604599,5.165738105773926,0.0003551288038583225,0.3546612560749054,0.3388248085975647
75,TF-ICON,Real-Real,0.38859763741493225,5.720125198364258,0.003106649040275507,0.3391367793083191,0.3388248085975647
76,Photoshop,Real-Real,0.24469684064388275,5.105271816253662,0.00188548413485315,0.19455592334270477,0.13050486147403717
76,TF-ICON,Real-Real,0.3426002860069275,5.683548927307129,0.0091363967705029,0.27508091926574707,0.13050486147403717
77,Photoshop,Real-Real,0.3638497292995453,5.837070465087891,0.0006658104386505108,0.2721013128757477,0.19987916946411133
77,TF-ICON,Real-Real,0.3946138024330139,6.424381732940674,0.005755227623705115,0.27856749296188354,0.19987916946411133
78,Photoshop,Real-Real,0.3324401378631592,4.974186420440674,0.0006468957283689087,0.22685480117797852,0.17430329322814941
78,TF-ICON,Real-Real,0.3194890320301056,5.963061332702637,0.005861009443046368,0.22178955376148224,0.17430329322814941
79,Photoshop,Real-Real,0.2973501980304718,4.6513471603393555,0.0014912915831852497,0.22784771025180817,0.11083681136369705
79,TF-ICON,Real-Real,0.32527393102645874,4.903377056121826,0.008509820571023247,0.2588166892528534,0.11083681136369705
80,Photoshop,Real-Real,0.3241856098175049,4.905357360839844,0.001566896536761008,0.2783355116844177,0.34321457147598267
80,TF-ICON,Real-Real,0.3632151484489441,4.896525859832764,0.012009453526881087,0.28919386863708496,0.34321457147598267
81,Photoshop,Real-Real,0.332755446434021,5.039414405822754,0.0003552793673880028,0.3499707281589508,0.41145622730255127
81,TF-ICON,Real-Real,0.3474876582622528,5.411101341247559,0.002020870537466883,0.28558865189552307,0.41145622730255127
82,Photoshop,Real-Real,0.29115647077560425,5.62495231628418,0.0006080626812624844,0.22366352379322052,0.3975617289543152
82,TF-ICON,Real-Real,0.3134564757347107,5.558862209320068,0.0034630161862068292,0.2225247174501419,0.3975617289543152
83,Photoshop,Real-Real,0.37289345264434814,5.270607948303223,0.00034634457452576903,0.38106125593185425,0.6449941396713257
83,TF-ICON,Real-Real,0.387594997882843,5.595168113708496,0.004244139464886238,0.3618963062763214,0.6449941396713257
84,Photoshop,Real-Real,0.34700679779052734,5.096742630004883,0.0006554584295915519,0.35295215249061584,0.7727940082550049
84,TF-ICON,Real-Real,0.4732621908187866,5.8325910568237305,0.009744462223504238,0.349239706993103,0.7727940082550049
85,Photoshop,Real-Real,0.26736515760421753,5.153698444366455,0.0009129064230907481,0.2131747007369995,0.44912540912628174
85,TF-ICON,Real-Real,0.27346187829971313,5.325308799743652,0.0063972261829533675,0.20588402450084686,0.44912540912628174
86,Photoshop,Real-Real,0.17560593783855438,5.3278045654296875,0.0006593148904969153,0.2214408963918686,0.3901023268699646
86,TF-ICON,Real-Real,0.22066326439380646,5.7342634201049805,0.004792697787452368,0.2148173451423645,0.3901023268699646
87,Photoshop,Real-Real,0.38060352206230164,5.5648274421691895,0.0006472592690315118,0.3257121443748474,0.12834493815898895
87,TF-ICON,Real-Real,0.3892923593521118,6.268132209777832,0.005515985324733661,0.34637030959129333,0.12834493815898895
88,Photoshop,Real-Real,0.28705334663391113,5.741850852966309,0.0007063807149378995,0.257636696100235,0.3077060580253601
88,TF-ICON,Real-Real,0.3199795186519623,6.563841342926025,0.006241292633224328,0.27302321791648865,0.3077060580253601
89,Photoshop,Real-Real,0.2566218376159668,4.284253120422363,0.0015345292017084262,0.19604738056659698,0.448026180267334
89,TF-ICON,Real-Real,0.3051513135433197,4.852307319641113,0.011602656478224628,0.21014733612537384,0.448026180267334
90,Photoshop,Real-Real,0.3812680244445801,5.014447212219238,0.0014985818971801933,0.2731287479400635,0.28336301445961
90,TF-ICON,Real-Real,0.39539483189582825,5.054399490356445,0.009425654590261925,0.29603344202041626,0.28336301445961
91,Photoshop,Real-Real,0.30628982186317444,5.456265449523926,0.0006888700150723262,0.2315908819437027,0.05573930963873863
91,TF-ICON,Real-Real,0.31686389446258545,6.437821388244629,0.0059257051674901804,0.2514331042766571,0.05573930963873863
92,Photoshop,Real-Real,0.2949514389038086,4.719254970550537,0.001905770563197805,0.2210509181022644,0.09918604791164398
92,TF-ICON,Real-Real,0.32620614767074585,5.700657844543457,0.011399583532716834,0.24991726875305176,0.09918604791164398
93,Photoshop,Real-Real,0.19945107400417328,4.647758960723877,0.0006764343230536324,0.23721419274806976,0.4526939392089844
93,TF-ICON,Real-Real,0.2551896572113037,5.8152031898498535,0.005526918540921207,0.21247661113739014,0.4526939392089844
94,Photoshop,Real-Real,0.2126806527376175,5.1028594970703125,0.0009065360992898871,0.17497645318508148,0.2924092411994934
94,TF-ICON,Real-Real,0.22756893932819366,5.20121431350708,0.00659495340833677,0.18059995770454407,0.2924092411994934
95,Photoshop,Real-Real,0.2284678965806961,4.8138322830200195,0.0009444172764310649,0.1553668975830078,0.2816557288169861
95,TF-ICON,Real-Real,0.22984886169433594,5.2947282791137695,0.01007294130746915,0.17479753494262695,0.2816557288169861
96,Photoshop,Real-Real,0.2875370383262634,5.496410369873047,0.0007098944099064154,0.2061486840248108,0.15534357726573944
96,TF-ICON,Real-Real,0.2909138798713684,6.377258777618408,0.00565197437119674,0.23612180352210999,0.15534357726573944
97,Photoshop,Real-Real,0.35292482376098633,5.35573673248291,0.0006694529104269148,0.2953299582004547,0.13737903535366058
97,TF-ICON,Real-Real,0.3560401499271393,6.3883748054504395,0.005587651685497033,0.3115278482437134,0.13737903535366058
98,Photoshop,Real-Real,0.25510236620903015,4.896068096160889,0.0011292046865134537,0.2159682959318161,0.30909642577171326
98,TF-ICON,Real-Real,0.2939208745956421,5.6434478759765625,0.006427932353542907,0.23866042494773865,0.30909642577171326
99,Photoshop,Real-Real,0.39626917243003845,5.593878269195557,4.2308066315070184e-05,0.3203393220901489,0.09123547375202179
99,TF-ICON,Real-Real,0.3836978077888489,6.037868976593018,0.032960907061046964,0.3197456896305084,0.09123547375202179
100,Photoshop,Real-Real,0.32731324434280396,5.337380409240723,0.0008053571612268955,0.24675148725509644,0.5537244081497192
100,TF-ICON,Real-Real,0.33375638723373413,5.724240303039551,0.014376101487472943,0.2471744567155838,0.5537244081497192
101,Photoshop,Real-Real,0.30603817105293274,5.551959037780762,0.0006565832224461341,0.18568594753742218,0.20831502974033356
101,TF-ICON,Real-Real,0.314138799905777,6.496935844421387,0.007346630646472382,0.23198865354061127,0.20831502974033356
102,Photoshop,Real-Real,0.30278271436691284,5.27928352355957,0.000685395602657126,0.23624059557914734,0.3686526417732239
102,TF-ICON,Real-Real,0.29865479469299316,6.01152229309082,0.0058340420871856764,0.24504299461841583,0.3686526417732239
103,Photoshop,Real-Real,0.40326303243637085,4.415616035461426,0.0003893799134574577,0.3647768199443817,0.5321992039680481
103,TF-ICON,Real-Real,0.4277181029319763,5.37313985824585,0.003973328564426955,0.347322553396225,0.5321992039680481
104,Photoshop,Real-Real,0.2668296694755554,5.41644811630249,0.000713902595271984,0.184881329536438,0.29325324296951294
104,TF-ICON,Real-Real,0.2646656632423401,6.008742809295654,0.00563384357269974,0.18286098539829254,0.29325324296951294
105,Photoshop,Real-Real,0.243129163980484,4.600489616394043,0.0015537787523328779,0.20402733981609344,0.25217562913894653
105,TF-ICON,Real-Real,0.33196821808815,5.090994358062744,0.009912980830165063,0.19945009052753448,0.25217562913894653
106,Photoshop,Real-Real,0.2472836822271347,5.0118207931518555,4.4689378357363145e-05,0.23607833683490753,0.2664605379104614
106,TF-ICON,Real-Real,0.30591881275177,5.619171142578125,0.032971106856425465,0.28200939297676086,0.2664605379104614
107,Photoshop,Real-Real,0.2167847901582718,5.265953063964844,0.0011789037350682537,0.20862272381782532,0.24351739883422852
107,TF-ICON,Real-Real,0.2510950267314911,5.767095565795898,0.006772933751438909,0.23134474456310272,0.24351739883422852
108,Photoshop,Real-Real,0.3363261818885803,4.890146255493164,0.001506582721355255,0.24571041762828827,0.2755325138568878
108,TF-ICON,Real-Real,0.3629024624824524,5.284985542297363,0.00907372263426007,0.25538578629493713,0.2755325138568878
109,Photoshop,Real-Real,0.22877097129821777,4.37183952331543,0.0014684105043938234,0.22893831133842468,0.13652485609054565
109,TF-ICON,Real-Real,0.31938621401786804,4.611019134521484,0.008637193569551897,0.2450491040945053,0.13652485609054565
110,Photoshop,Real-Real,0.3221645951271057,5.198482513427734,0.0007400778557811789,0.2733960449695587,0.6621673107147217
110,TF-ICON,Real-Real,0.3351638913154602,5.709870338439941,0.006044895277239185,0.2670917212963104,0.6621673107147217
111,Photoshop,Real-Real,0.32038748264312744,5.785815238952637,0.0006919801658210596,0.2497459203004837,0.13593772053718567
111,TF-ICON,Real-Real,0.3414669334888458,6.474384307861328,0.007467828352810297,0.2847699522972107,0.13593772053718567
112,Photoshop,Real-Real,0.3858022093772888,5.155900955200195,0.00035910122158065087,0.34149453043937683,0.5242022275924683
112,TF-ICON,Real-Real,0.37950190901756287,5.47206974029541,0.003249826303803788,0.3335682451725006,0.5242022275924683
113,Photoshop,Real-Real,0.30700933933258057,5.299239158630371,0.0017877677458616249,0.25981414318084717,0.3841082751750946
113,TF-ICON,Real-Real,0.3348478376865387,5.512118339538574,0.010504104203520317,0.2823886275291443,0.3841082751750946
114,Photoshop,Real-Real,0.3136030435562134,5.792818546295166,0.0006936360729417967,0.20463094115257263,0.17964977025985718
114,TF-ICON,Real-Real,0.30172067880630493,6.595488548278809,0.0057927162522771495,0.22209088504314423,0.17964977025985718
